text|intent
"muthafukka"|abuse
"mutherfuckers"|abuse
"n0bhead"|abuse
"n0bj0cky"|abuse
"n1ckker"|abuse
"n1g3r"|abuse
"n1g3rz"|abuse
"n1gg@"|abuse
"n1gg@hs"|abuse
"n1gg3r"|abuse
"n1gg3rs"|abuse
"n1ggah"|abuse
"n1ggahs"|abuse
"n1ggas"|abuse
"n1ggazes"|abuse
"n1ggers"|abuse
"n1gguh"|abuse
"n3gro"|abuse
"negga"|abuse
"neggar"|abuse
"negr0"|abuse
"negroes"|abuse
"negroid"|abuse
"niccer"|abuse
"nicka"|abuse
"nickas"|abuse
"nicker"|abuse
"nickk3r"|abuse
"nickker"|abuse
"nig"|abuse
"nig-nog"|abuse
"niga"|abuse
"nigah"|abuse
"nigasses"|abuse
"nigers"|abuse
"nigg@"|abuse
"nigg@hs"|abuse
"nigg@s"|abuse
"nigg@z"|abuse
"nigg@zzes"|abuse
"nigg3rs"|abuse
"nigg4hs"|abuse
"nigga lover"|abuse
"niggahs"|abuse
"niggahz"|abuse
"niggass"|abuse
"niggazzes"|abuse
"nigger lover"|abuse
"niggerz"|abuse
"niggir"|abuse
"niggress"|abuse
"nigguh"|abuse
"nigguhs"|abuse
"nigguhz"|abuse
"niglet"|abuse
"nignigs"|abuse
"nignog"|abuse
"nigra"|abuse
"nigre"|abuse
"nigs"|abuse
"niguh"|abuse
"nikk3r"|abuse
"nikkas"|abuse
"nikker"|abuse
"nob jockey"|abuse
"nob jokeys"|abuse
"nobbyhead"|abuse
"nobheads"|abuse
"nobj0key"|abuse
"nobjockies"|abuse
"nobjokeys"|abuse
"nobs"|abuse
"nuckas"|abuse
"nuggets"|abuse
"nutsacks"|abuse
"nympho"|abuse
"nymphomaniac"|abuse
"octopussy"|abuse
"p3n1shead"|abuse
"p3nisfcker"|abuse
"p3nisfcukers"|abuse
"p3nisfvcker"|abuse
"p3nisfvckers"|abuse
"pack my fudge"|abuse
"packerfudgehead"|abuse
"packing fudge"|abuse
"packing fudgehead"|abuse
"packingfudge"|abuse
"packingfudgefucker"|abuse
"packingfudgefucking"|abuse
"packsomefudgefucker"|abuse
"peckerhead"|abuse
"pedo"|abuse
"pedobear"|abuse
"pedobears"|abuse
"pedophl"|abuse
"pedos"|abuse
"pedoz"|abuse
"peen"|abuse
"peener"|abuse
"penisfcker"|abuse
"penisfuccer"|abuse
"penisfuckers"|abuse
"penisfvcker"|abuse
"penisfvckers"|abuse
"penishead"|abuse
"peter"|abuse
"ph@ggots"|abuse
"phaggot"|abuse
"phaggots"|abuse
"phagot"|abuse
"phags"|abuse
"phuc"|abuse
"phucc"|abuse
"phuccer"|abuse
"phucchead"|abuse
"phuccing"|abuse
"phuck3r"|abuse
"phucked"|abuse
"phucker"|abuse
"phuckin"|abuse
"phucking"|abuse
"phuckings"|abuse
"phucks"|abuse
"phucup"|abuse
"phukeds"|abuse
"phukhead"|abuse
"phukings"|abuse
"phukk"|abuse
"phukkeds"|abuse
"phukker"|abuse
"Phukking"|abuse
"phukshit"|abuse
"phuku"|abuse
"phukup"|abuse
"phuqs"|abuse
"phvckings"|abuse
"pig fucker"|abuse
"pigfuckers"|abuse
"pigfucking"|abuse
"pigfukker"|abuse
"piggyfuck"|abuse
"pigshit"|abuse
"pillow-biter"|abuse
"piss face"|abuse
"piss off fuckhead"|abuse
"piss shit"|abuse
"pissoffs"|abuse
"prick-face"|abuse
"prick-gobbler"|abuse
"prick-head"|abuse
"pu$sy"|abuse
"pu55y"|abuse
"punk ass mofoes"|abuse
"punkasses"|abuse
"puss"|abuse
"pusses"|abuse
"pussie"|abuse
"pussless"|abuse
"pusslicker"|abuse
"pussy cat"|abuse
"pussy fucker"|abuse
"pussy lick"|abuse
"pussy licker"|abuse
"pussy licking"|abuse
"pussylickers"|abuse
"pussywhipped"|abuse
"puta"|abuse
"puussy"|abuse
"puzzies"|abuse
"puzzy"|abuse
"queerasses"|abuse
"queers"|abuse
"r3t@rd"|abuse
"r3t@rded"|abuse
"r3tard"|abuse
"ragheads"|abuse
"ragtard"|abuse
"rat bastard"|abuse
"rat baztad"|abuse
"retardo"|abuse
"retardotron"|abuse
"rice monkey"|abuse
"s_h_i_"|abuse
"s_h_i_s"|abuse
"s-lut"|abuse
"s.o.b.s"|abuse
"s/h/i/t"|abuse
"S&M"|abuse
"sack"|abuse
"sand nigger"|abuse
"scamfuck"|abuse
"scumfuck"|abuse
"scumfucker"|abuse
"scumfvck"|abuse
"scummy"|abuse
"sh! +"|abuse
"sh1s"|abuse
"sh1t3"|abuse
"sh1td1ck"|abuse
"sh1tdick"|abuse
"sh1te"|abuse
"sh1tfuck"|abuse
"sh1th3ad"|abuse
"sh1theads"|abuse
"sh1ts"|abuse
"sh1tsome"|abuse
"sh1tt"|abuse
"sh1tty"|abuse
"sh3mal3"|abuse
"sh3male"|abuse
"shat"|abuse
"she-male"|abuse
"sheeeet"|abuse
"sheet"|abuse
"sheister"|abuse
"shemal3"|abuse
"shemales"|abuse
"shet"|abuse
"shi+e"|abuse
"shi+y"|abuse
"shiat"|abuse
"shiddick"|abuse
"shiesterfuck"|abuse
"shiesterfuckface"|abuse
"shiesterfuckhead"|abuse
"shiesterfucks"|abuse
"shipdit"|abuse
"shit face"|abuse
"shit fuck"|abuse
"shit fucker"|abuse
"shit head"|abuse
"shit licker"|abuse
"shit stain"|abuse
"shit-arse"|abuse
"shit-ass"|abuse
"shit-bandit"|abuse
"shit-fucker"|abuse
"shit-stuffers"|abuse
"shit3"|abuse
"shitass"|abuse
"shitasses"|abuse
"shitassfucker"|abuse
"shitassfuckface"|abuse
"shitbird"|abuse
"shitblimp"|abuse
"shitblimps"|abuse
"shitbrain"|abuse
"shitd1ck"|abuse
"shitdicks"|abuse
"shitdikk"|abuse
"shitdip"|abuse
"shiteblimps"|abuse
"shitedick"|abuse
"shitefuck"|abuse
"shitefulls"|abuse
"shitehead"|abuse
"shites"|abuse
"shitface"|abuse
"shitfaced"|abuse
"shitfacefuck"|abuse
"shitfacefucker"|abuse
"shitfck"|abuse
"shitfk"|abuse
"shitfreak"|abuse
"shitfucker"|abuse
"shitfuckhead"|abuse
"shitfuckmotherfucker"|abuse
"shitfucks"|abuse
"shitfudgefucker"|abuse
"shitfvck"|abuse
"shitheadfucker"|abuse
"shitheadfuckface"|abuse
"shitheads"|abuse
"shithole"|abuse
"shitsdick"|abuse
"shitsfuck"|abuse
"shitsful"|abuse
"shittastic"|abuse
"shittasticfuck"|abuse
"shitte"|abuse
"shitterfucker"|abuse
"shitti"|abuse
"shitties"|abuse
"shittiest"|abuse
"shitty mofoes"|abuse
"shittydick"|abuse
"shittydicks"|abuse
"shittyfuck"|abuse
"shittyfuckface"|abuse
"shittyful"|abuse
"shmale"|abuse
"shtfuk"|abuse
"shytfeisterfuck"|abuse
"sixty-nine"|abuse
"sk@nks"|abuse
"sk@nky"|abuse
"sk@nkz"|abuse
"skanks"|abuse
"skanky"|abuse
"skankz"|abuse
"sl@nteye"|abuse
"slantard"|abuse
"slanteye"|abuse
"slanteye b1tch"|abuse
"slanteyes"|abuse
"slanteyeshit"|abuse
"slantfreak"|abuse
"slanty"|abuse
"slut hole"|abuse
"slutty"|abuse
"snatch licker"|abuse
"soab"|abuse
"son o bitch"|abuse
"son of a bitch"|abuse
"sonna bitch"|abuse
"sonofabitch"|abuse
"sonofbitches"|abuse
"sons of b1tches"|abuse
"sons of bitches"|abuse
"sons-of-bitches"|abuse
"sonz of bitchez"|abuse
"soppy bollucks"|abuse
"spanking"|abuse
"spicfuck"|abuse
"spick"|abuse
"spics"|abuse
"spicshit"|abuse
"spig"|abuse
"spik"|abuse
"spix"|abuse
"spooks"|abuse
"stfu"|abuse
"stupid fucker"|abuse
"stupid hoe"|abuse
"stupidasses"|abuse
"suck my cock"|abuse
"suck my d"|abuse
"suck my dick"|abuse
"suck off"|abuse
"sum of a bitch"|abuse
"sumbitch"|abuse
"swine fucker"|abuse
"tard"|abuse
"tard asses"|abuse
"timber nigger"|abuse
"tongue fucker"|abuse
"tongue fucking"|abuse
"towelheads"|abuse
"towelshithead"|abuse
"Tranny"|abuse
"trashb1tch"|abuse
"trashbitch"|abuse
"trashbitches"|abuse
"trashbitchez"|abuse
"trashbtch"|abuse
"trasherbitch"|abuse
"trasherbitchs"|abuse
"trashybitches"|abuse
"turdcutter"|abuse
"turdhead"|abuse
"tw@t"|abuse
"twa+"|abuse
"twat waffle"|abuse
"twatface"|abuse
"twats"|abuse
"twatt"|abuse
"twattish"|abuse
"twatzilla"|abuse
"upskirts"|abuse
"useless fucker"|abuse
"vag"|abuse
"vajayjay"|abuse
"w@nker"|abuse
"w@nkers"|abuse
"w4nk3r"|abuse
"w4nker"|abuse
"wang wrangler"|abuse
"wank off"|abuse
"wank3r"|abuse
"wank3rs"|abuse
"wankbastard"|abuse
"wanked"|abuse
"wankers"|abuse
"wankies"|abuse
"wanking"|abuse
"wanks"|abuse
"we1back"|abuse
"wet back"|abuse
"wetbacks"|abuse
"wh0r3"|abuse
"wh0re"|abuse
"what the fuck"|abuse
"whoars"|abuse
"whor3"|abuse
"whores"|abuse
"wigger"|abuse
"wise ass"|abuse
"wnker"|abuse
"wophead"|abuse
"zip in the wire"|abuse
"shut the hell up, dumb bot"|abuse
"aand mat kaha"|abuse
"baap ke lavde"|abuse
"chodu"|abuse
"chodoo"|abuse
"choodu"|abuse
"gandu"|abuse
"gaandu"|abuse
"gandoo"|abuse
"bhosad"|abuse
"bhosada"|abuse
"bhosadaa"|abuse
"bhosadaaa"|abuse
"bhosadii"|abuse
"bhosadika"|abuse
"bhosadike"|abuse
"bhosadiki"|abuse
"bosadike"|abuse
"bakrichod"|abuse
"balatkaar"|abuse
"behen ke laude"|abuse
"betichod"|abuse
"bhai chhod"|abuse
"bhayee chod"|abuse
"bhen chhod"|abuse
"bhaynchod"|abuse
"behanchod"|abuse
"behenchod"|abuse
"bhen ke lode"|abuse
"bhosdi"|abuse
"bhosdike"|abuse
"chipkai ki choot ke paseene"|abuse
"cha cha chod"|abuse
"chod ke bal ka kida"|abuse
"chopre he randi"|abuse
"chudasi"|abuse
"chut ka maindak"|abuse
"chutia"|abuse
"chutiya"|abuse
"chootia"|abuse
"chutiye"|abuse
"dheeli choot"|abuse
"choot"|abuse
"chootiya"|abuse
"gaand chaat mera"|abuse
"gaand"|abuse
"gaand ka khadda"|abuse
"gaand ke dhakan"|abuse
"gaand mein kida"|abuse
"gandi chut mein sadta hua ganda kida"|abuse
"gandmasti"|abuse
"jhaat ke baal"|abuse
"jhat lahergaya"|abuse
"jhatoo"|abuse
"jhantu"|abuse
"kukarchod"|abuse
"kutha sala"|abuse
"kuthta buraanahe kandaa nahi pattaahe"|abuse
"lode jesi shakal ke"|abuse
"lode ke baal"|abuse
"lund khajoor"|abuse
"lund chuse"|abuse
"lund"|abuse
"luhnd"|abuse
"lundh"|abuse
"madar chod"|abuse
"maadarchod"|abuse
"maadar"|abuse
"madar"|abuse
"chod"|abuse
"madarchod"|abuse
"madarchod ke aulaad"|abuse
"mader chod"|abuse
"mai chod"|abuse
"mera mume le"|abuse
"mere fudi kha ley"|abuse
"meri ghand ka baal"|abuse
"randi"|abuse
"randi ka choda"|abuse
"suzit"|abuse
"sust lund ki padaish"|abuse
"tatti ander lele"|abuse
"tere baap ki gaand"|abuse
"teri chute mai chuglee"|abuse
"teri gaand mein haathi ka lund"|abuse
"teri maa ki choot"|abuse
"teri maa ki sukhi bhos"|abuse
"teri phuphi ki choot mein"|abuse
"teri bhosri mein aag"|abuse
"teri gaand me danda"|abuse
"teri ma ki choot me bara sa land"|abuse
"teri ma ki chudaye bandar se hui"|abuse
"teri ma randi"|abuse
"teri maa ke bable"|abuse
"teri maa ke bhosade ke baal"|abuse
"tu tera maa ka lauda"|abuse
"amma ki chut"|abuse
"bhaand me jaao"|abuse
"bhadva"|abuse
"bhadve"|abuse
"chodika"|abuse
"bhadwe ki nasal"|abuse
"bhen ke lode maa chuda"|abuse
"bhosad chod"|abuse
"bhosadchod"|abuse
"bhosadi ke"|abuse
"bhosdee kay"|abuse
"bhosdi k"|abuse
"bulle ke baal"|abuse
"bursungha"|abuse
"camina"|abuse
"chod bhangra"|abuse
"choot k bhoot"|abuse
"choot k pakode"|abuse
"choot ka paani"|abuse
"choot ka pissu"|abuse
"choot ki jhilli"|abuse
"chudpagal"|abuse
"chut ke makkhan"|abuse
"chootiye"|abuse
"gaand maar bhen chod"|abuse
"gand mein louda"|abuse
"gandi fuddi ki gandi auladd"|abuse
"haram zaadaa"|abuse
"harami"|abuse
"jhaat"|abuse
"kaala lund"|abuse
"kaali kutti"|abuse
"kuthri"|abuse
"kutte"|abuse
"kutte ki olad"|abuse
"lavde ka baal"|abuse
"lavde"|abuse
"lodu"|abuse
"lowde ka bal"|abuse
"lund k laddu"|abuse
"lund mera muh tera"|abuse
"maa-cho"|abuse
"maal chhodna"|abuse
"mahder chod"|abuse
"mera gota moo may lay"|abuse
"mome ka pasina chat"|abuse
"moo may lay mera"|abuse
"padosi ki aulaad"|abuse
"rand ki moot"|abuse
"randi baj"|abuse
"randi ka larka"|abuse
"randi ke bacche"|abuse
"randi ke beej"|abuse
"saale lm"|abuse
"sab ka lund teri ma ki chut mein"|abuse
"sinak se paida hua"|abuse
"suvar chod"|abuse
"suwar ki aulad"|abuse
"tera gittha"|abuse
"tere maa ka bur"|abuse
"teri behen ka bhosda faadu"|abuse
"teri gand mai ghadhe ka lund"|abuse
"teri ma bahar chud rahi he"|abuse
"teri ma ko kutta chode"|abuse
"teri maa ka bhosra"|abuse
"teri maa ka boba chusu"|abuse
"teri maa ki choot me kutte ka lavda"|abuse
"teri maa ki chut"|abuse
"teri maa ki chute"|abuse
"tuzya aaichi kanda puchi"|abuse
"bhadavya"|abuse
"bhikaar"|abuse
"bulli"|abuse
"chinaal"|abuse
"chut"|abuse
"gand"|abuse
"maadarbhagat"|abuse
"chodubhagat"|abuse
"lundfakir"|abuse
"gandit"|abuse
"jhavadya"|abuse
"laudu"|abuse
"lavadya"|abuse
"muttha"|abuse
"raandichya"|abuse
"raandichya chut"|abuse
"raandichya lode"|abuse
"madarchoth"|abuse
"madarchod"|abuse
"madarchod ka loda"|abuse
"madarchod ki aulad"|abuse
"madarchod ki maa"|abuse
"madarchod ki maa ka loda"|abuse
"madarchod ki maa ka loda khau"|abuse
"Aburek suda"|abuse
"Baah Khuwa"|abuse
"Baal"|abuse
"baal kela"|abuse
"baal khuruwa"|abuse
"baaperor konitu"|abuse
"baaperor pukorkhon"|abuse
"Bal"|abuse
"Bandor Chod"|abuse
"Bari"|abuse
"Bengena Mora"|abuse
"billa suda"|abuse
"bimakho khoigra"|abuse
"boinaak sudaai"|abuse
"boiner lalak"|abuse
"boithali"|abuse
"buch seleka"|abuse
"Bush"|abuse
"Bush mara"|abuse
"Bushot tel diya"|abuse
"Chet"|abuse
"Dumb bitch"|abuse
"ekka she duuka"|abuse
"fifa ni lodoi"|abuse
"Fuck Dang Fo!"|abuse
"gar mora"|abuse
"Gida"|abuse
"Gida Khua"|abuse
"Gu"|abuse
"Gu Khuwa"|abuse
"guti phata"|abuse
"guu kha"|abuse
"guu kha mokkel"|abuse
"Hetta marani"|abuse
"Jairir badcha"|abuse
"Jhaant singa"|abuse
"johoni jua"|abuse
"Johora"|abuse
"Jonghol"|abuse
"Kela"|abuse
"Keti"|abuse
"Koti Mara"|abuse
"Kotit bari homai dim"|abuse
"kotit jui laga"|abuse
"Kukur'or puwali"|abuse
"Kuti sudidim maksudai"|abuse
"laura"|abuse
"Lauri ke bal"|abuse
"Lothou Guti"|abuse
"Ludoi"|abuse
"Maaeror Boos, maksudai"|abuse
"Maaeror fof khon"|abuse
"maak sudai"|abuse
"Maaror bhumikhon kela"|abuse
"maka dingding"|abuse
"maka linglang"|abuse
"Maksaai"|abuse
"Maksudu kela"|abuse
"mangmarani"|abuse
"Meeyarek Kohai"|abuse
"meksudai"|abuse
"Mumu"|abuse
"Nagori putek"|abuse
"Naliya"|abuse
"Pel suha"|abuse
"Pheda cheleka"|abuse
"Pisla Sett"|abuse
"Pokorot Kothal Bhoram"|abuse
"pukor selek"|abuse
"pukorot lat mara"|abuse
"raandii"|abuse
"Randir soli"|abuse
"Rendi Dallal"|abuse
"Rendir Beta"|abuse
"Rendy Suda"|abuse
"Set Suda"|abuse
"setor baal"|abuse
"sipha jagra"|abuse
"Sudasudi"|abuse
"Sudi Gida Falidim"|abuse
"Sudumoni"|abuse
"Sudur Bhai"|abuse
"sut marani"|abuse
"syetor moila"|abuse
"Tez piya"|abuse
"Tumak sudibor mon goise"|abuse
"tur maak sudu"|abuse
"Tur Maak Sudu"|abuse
"Tur maraok rastat kukur logi sudam.."|abuse
